8.5,13.5,15,24
9,11.5,14,23
8.5,13,15.5,24
10,12,14,24.5
9,10,13,24.5
,,,
8:30,1:30,3:00,12:00
9:00,11:30,2:00,11:00
8:30,1:00,3:30,12:00
10:00,12:00,2:00,12:30
9:00,10:00,1:00,12:30
